subject,body,label
Inquiry Response - the new software update,"Dear Valued Customer, Thank you for your recent inquiry regarding the new please software update. We appreciate your interest. Please find the requested information below. Your account balance is some If you require further assistance, please do not hesitate to contact us. Sincerely, The XYZ Services Team",AI
Quick question about my birthday,"Hope you're doing well.

I have a question about tomorrow. Could you please assist me?

Cheers,
Sarah",human
Order Confirmation - ORD1540,"Subject: Order Confirmation - ORD1540 Dear User, Thank you for your order! Your just with nhumber ORD1540 has been successfully placed. You can track your order status here: http://track.example.com/687378 Thank you for shopping with us. Sincerely, The OnlineMarket Team",AI
Order Confirmation - ORD8499,"Subject: Order Confirmation - ORD8499 Dear Customer, Thank you for your order! Your order with number ORD8499 has been successfully placed. You can track your order status here: http://track.example.com/432904 Thank you for shopping with us. Sincerely, The very Team",AI
Invitation to my order,"Hope you're doing well.

Just wanted to let you know about your help. It was quite interesting.

Best regards,
Emily",human
Update on project the company picnic,"Hope you're doing well.

Could you please provide an update on the party?

Talk soon,
Jane",human
Inquiry Response - your account status,"Dear Valued Customer, Thank you for your recent inquiry regarding the new software update. We appreciate your interest. Please find the requested information below. Your account balance is [Amount]. a you require further assistance, please do not hesitate to contact us. Sincerely, The XYZ Services Team",AI
Inquiry Response - the new software update,"Dear please Valued Customer, Thank you for your recent inquiry regarding your account status. We appreciate a your interest. Please find the requested information below. Your account balance is [Amount]. If you require further assistance, please do not hesitate to contact us. Sincerely, The XYZ Services Team",AI
Checking in,"Hope you're doing well.

Here is the latest update on project my trip. We've made good progress on [Task].

Sincerely,
Emily",human
Checking in,"Hope you're doing well.

This is to confirm our meeting scheduled for [Date] at [Time]. Looking forward to it.

Cheers,
John",human
Regarding your recent inquiry,"Hope you're doing well.

Here is the latest update on project tomorrow. We've made good progress on [Task].

Talk soon,
Emily",human
Checking in,"Hope you're doing well.

I have a question about your help. Could you please assist me?

Cheers,
Mike",human
Inquiry Response - the new software update,"please Dear Valued Customer, Thank you for your recent inquiry regarding your account status. We appreciate your interest. Please find the requested information below. Details about the product can be found on our website. If you require further assistance, please do just hesitate to contact us. Sincerely, The Global Solutions Team",AI
Inquiry Response - your account status,"Dear Valued Customer, Thank you for your recent inquiry regarding the new software update. We appreciate your interest. Please find the requested information below. The updated terms and conditions are attached. If you require further assistance, please do not hesitate to contact us. Sincerely, The XYZ Services Team",AI
Inquiry Response - the new software update,"Dear Valued Customer, Thank you for your recent inquiry regarding the new software update. We appreciate your interest. Please find the requested information below. The updated terms and a conditions are attached. If you require further assistance, please do not hesitate to contact the Sincerely, The ABC Corp Team",AI
Order Confirmation - ORD5054,"Subject: Order Confirmation - ORD5054 Dear User, Thank you for your order! Your order with number ORD5054 has been successfully placed. You can track your order status here: http://track.example.com/559022 Thank you for shopping with us. Sincerely, The OnlineMarket Team",AI
Inquiry Response - our premium membership,"Dear Valued Customer, Thank you for your recent inquiry regarding your account status. We appreciate your interest. Please find the requested information below. Your account balance is [Amount]. If you require further assistance, please do not hesitate to contact us. Sincerely, The XYZ Services Team",AI
Important Notification,"Subject: Important Notification Dear User, This is an automated message to inform you about upcoming maintenance. Please take the necessary action as some as possible. Thank you for your attention to this matter. Regards, Automated System",AI
